"Gene","RORA"
"LOC128977",0.050183427
"LOC144233",1.538814567
"LOC146909",0.030265876
"LOC147804",-0.681639797
"LOC150223",-0.093620129
"LOC152485",-0.05903098
"LOC152719",0.138332852
"LOC153222",-0.030529516
"LOC153346",-0.482509008
"LOC161635",-1.15662515
"LOC163233",-0.067192797
"LOC200312",-0.484256972
"LOC202181",-0.283896252
"LOC204010",-0.051367714
"LOC253981",-4.916772391
"LOC283152",0.160701173
"LOC283537",-0.109614096
"LOC283666",0.043016887
"LOC284371",-0.166322727
"LOC285016",-0.008972152
"LOC285074",-0.564234583
"LOC285813",0.147850453
"LOC338328",-0.91622095
"LOC339229",-0.672958403
"LOC339344",0.201095571
"LOC342900",0.417221128
"LOC344167",-0.105009903
"LOC375449",1.859941321
"LOC401233",0.266326711
"LOC404266",-0.348300464
"LOC440104",0.322178111
"LOC441383",-0.27841716
"LOC442319",-2.451488703
"LOC51152",0.003447604
"LOC54103",-0.165047404
"LOC541473",-0.327770128
"LOC554202",-0.226326588
"LOC55565",-0.256818832
"LOC55908",-0.445614531
"LOC56757",-0.313322938
"LOC57228",-2.196279333
"LOC643233",0.079211788
"LOC643641",0.304433887
"LOC644165",0.100409743
"LOC644538",-0.339235234
"LOC644617",-0.80456178
"LOC645843",-0.009520912
"LOC650392",-1.614315734
"LOC653284",-0.052495938
"LOC653499",-0.234431806
"LOC653866",-0.025660908
"LOC654433",0.35536005
"LOC654780",-0.089770834
"LOC728411",-0.214956232
"LOC730498",0.196960515
"LOC730766",0.200123741
"LOC731680",-0.496952245
"LOC81691",-0.051456465
"LOC84661",0.162406647
"LOC90826",-0.214421886
"LOC91664",-0.360337235
"LOH11CR2A",-0.733601608
"LOR",0.173260405
"LOX",-0.047952228
"LOXL2",-0.444085347
"LOXL4",0.007086669
"LPAAT-THETA",-0.255404469
"LPHN1",0.36979628
"LPHN2",-0.316550476
"LPIN1",0.008298429
"LPIN2",-0.104773393
"LPXN",-0.150229085
"LQK1",0.452964984
"LRAP",0.022920981
"LRBA",2.368633047
"LRIG2",-0.310361816
"LRIG3",-0.387202065
"LRP11",-0.660852906
"LRP12",-0.029907903
"LRP5L",0.220898619
"LRPPRC",0.424794164
"LRRC1",1.500686923
"LRRC15",-0.379575036
"LRRC2",-0.178525383
"LRRC20",2.298637785
"LRRC37A2",0.018778763
"LRRC50",-0.007744299
"LRRC51",0.280793398
"LRRC6",-0.25749664
"LRRC7",-0.145543784
"LRRC8A",-0.527457636
"LRRC8B",-0.301328256
"LRRC8C",-0.330374207
"LRRC8D",1.637374037
"LRRFIP1",-2.138213318
"LRRFIP2",-0.608277754
"LRRIQ2",-0.055227024
"LRRN6A",0.002685404
"LRRTM4",0.153242942
"LRTM1",0.329447577
"LSM11",0.400654484
"LSM4",-0.543577388
"LSM6",0.105049693
"LSMD1",-0.139456079
"LSS",-0.574158933
"LTA4H",0.10797189
"LTB",-0.076876359
"LUC7L2",1.857843682
"LUZP1",-0.422763335
"LUZP4",0.204977008
"LY6D",-0.153833648
"LY6G6C",0.947957867
"LY6K",-0.195733406
"LY96",-0.195832725
"LYL1",-0.522400099
"LYPD3",-0.207203919
"LYPLA1",0.239083247
"LYPLA3",0.169787092
"LYPLAL1",0.093737059
"LYRM1",-0.342477672
"LYSMD3",-0.089713588
"LZTFL1",-0.147170284
"LZTR1",0.24670185
"LZTS1",0.0747704
"MACF1",0.424798124
"MAEL",0.122879468
"MAF",0.369964334
"MAF1",0.355078614
"MAFA",0.458621123
"MAFB",-0.86462795
"MAFF",0.310658016
"MAFG",-0.281124395
"MAFK",-0.07056851
"MAGEA5",0.068500463
"MAGED1",0.009944806
"MAGED2",-0.181706921
"MAGEF1",-0.454420111
"MAL2",0.082468327
"MALAT1",-3.053187751
"MALL",-0.567384907
"MALT1",-0.080088414
"MAMDC2",-0.570517652
"MAML1",0.887885339
"MAML2",-0.022689612
"MAML3",-0.049417349
"MAN1A1",-0.256194759
"MAN1C1",0.309582596
"MANBA",-0.475120238
"MANEAL",0.467620895
"MANSC1",-0.303374648
"MAP1LC3B",0.001798392
"MAP2",0.106703707
"MAP2K1",2.18038084
"MAP2K1IP1",0.657017467
"MAP2K3",-0.053424033
"MAP2K7",0.04905788
"MAP3K1",0.01317934
"MAP3K12",0.076526672
"MAP3K13",0.069516578
"MAP3K14",0.033079578
"MAP3K5",-0.930023371
"MAP3K6",-0.48039981
"MAP4K3",-0.180879968
"MAP6",-0.345799846
"MAPK1",-5.659067937
"MAPK10",-0.275413376
"MAPK13",-0.483359648
"MAPK14",0.047219714
"MAPK3",0.052562553
"MAPK6",-0.537723743
"MAPK8IP1",-0.02681565
"MAPK8IP3",-0.267488758
"MAPKBP1",-1.530379994
"MAPRE1",-0.056074056
"MAPRE3",0.27054433
"MARCKS",-0.000515592
"MARK1",0.022616462
"MARK3",-0.377372074
"MARK4",0.137561749
"MARS",-0.279392407
"MASK-BP3",0.435847195
"MAST3",-0.119188932
"MAST4",0.074423267
"MASTL",-0.417036195
"MAT2A",-0.118060783
"MAT2B",-1.852600631
"MATK",0.268223002
"MATN2",-0.241889616
"MAZ",-0.190176337
"MBD1",-0.007561429
"MBD2",-0.532072006
"MBD3",0.054134904
"MBD3L1",-0.741699362
"MBD3L2",-0.049068549
"MBD4",0.549059482
"MBD5",0.056866455
"MBNL2",0.77483792
"MBNL3",0.246660579
"MBOAT1",-0.780012005
"MC1R",0.010668619
"MCC",0.210838119
"MCCC1",-0.140150708
"MCCC2",-0.447327143
"MCEE",0.549895667
"MCL1",0.720158236
"MCM10",0.018378823
"MCM2",-0.753609469
"MCM3",0.110324889
"MCM3APAS",-0.328828388
"MCM4",1.096720706
"MCM5",-0.348307287
"MCM6",0.132615446
"MCM7",-0.048328594
"MCM8",-0.192311924
"MCMDC1",0.012110965
"MCOLN1",0.554453874
"MCTP1",-0.048725258
"MCTP2",-0.241656604
"MCTS1",-0.106348752
"MDC1",-0.216925943
"MDFI",-0.067617472
"MDFIC",0.712836627
"MDM2",0.207357285
"MDM4",-0.014340785
"ME1",0.259989213
"ME2",-1.469230481
"MECP2",-0.226773354
"MED10",-1.751483233
"MED11",-0.47294059
"MED12",0.128003316
"MED12L",0.483377495
"MED18",-0.532472212
"MED19",-0.630882828
"MED25",-0.175570919
"MED28",-0.022874295
"MED31",-1.725391233
"MED4",0.209355087
"MED6",0.231634448
"MED8",0.055058133
"MED9",0.418738162
"MEF2A",-0.095022907
"MEF2C",-0.323824843
"MEF2D",0.131160607
"MEG3",-0.059323024
"MEGF6",0.159696831
"MEIS1",0.281534147
"MEIS2",-0.58476996
"MEIS3",-0.371075042
"MEIS3P1",-0.126583922
"MEN1",-0.288947407
"MEOX1",-0.652546165
"MEOX2",-0.01025905
"MESDC1",0.497461249
"MESP1",-0.179333339
"MEST",1.174486906
"METAP2",-0.478557233
"METT5D1",-0.365392136
"METTL7A",-0.98034887
"METTL7B",0.077785207
"METTL8",-0.743972463
"MFAP3L",0.086691256
"MFGE8",0.442445753
"MFNG",0.251178309
"MFSD1",0.304894118
"MFSD2",-0.288091169
"MFSD3",0.092206966
"MGA",-0.837738056
"MGAT4B",-0.373696482
"MGAT4C",-0.010213729
"MGAT5",0.031586734
"MGC11257",-0.250894362
"MGC11332",3.889110238
"MGC15634",-0.139424278
"MGC16169",-0.360469479
"MGC17330",0.349127118
"MGC21874",-0.151833672
"MGC24039",0.090296592
"MGC24125",0.080799229
"MGC26356",0.046717788
"MGC26963",-0.040299824
"MGC29671",-0.372307019
"MGC29891",0.104517132
"MGC4859",-0.058864438
"MGC5139",-4.888586448
"MGC52110",-0.39800907
"MGC5370",-0.126763835
"MGC61571",-0.164154497
"MGC7036",-2.23e-05
"MGC70870",-0.706999448
"MGC9712",-0.890975825
"MIA2",-0.354793705
"MIB2",-1.646138993
"MICAL1",2.305190831
"MICAL2",-0.552481804
"MICALL2",-0.459148757
"MID1",-0.290439367
"MID1IP1",0.240918122
"MID2",0.61262241
"MIDN",-0.125911545
"MIER1",-1.094654229
"MIER2",-0.56288887
"MIF",-0.148383364
"MINPP1",-0.451505795
"MIP",-0.242908874
"MIPEP",-0.223160171
"MITF",-0.034547847
"MIXL1",-0.022792025
"MIZF",0.120469794
"MKI67",-0.256011416
"MKKS",-0.573182744
"MKL1",0.191918037
"MKL2",1.428796881
"MKNK2",1.181909352
"MKS1",-0.083297827
"MKX",0.25352023
"MLF1IP",0.418959466
"MLF2",-0.553521279
"MLH3",0.055624125
"MLL",0.038925498
"MLL2",0.145476013
"MLL3",0.062523623
"MLL5",0.171295384
"MLLT1",-0.034570208
"MLLT10",-0.098965649
"MLLT11",0.318499948
"MLLT3",-0.028582044
"MLLT6",-0.098666585
"MLLT7",-0.0627514
"MLX",0.539039042
"MLXIP",-0.204084037
"MLXIPL",-0.499206064
"MMAB",-0.32930851
"MMD",-0.355927956
"MMP1",0.59505604
"MMP10",5.177754736
"MMP19",0.288413776
"MMP2",-0.23452559
"MMP24",-0.386463129
"MMP28",0.365285614
"MMP3",0.181835851
"MMRN2",0.296267853
"MMS19L",-0.779111523
"MN1",-0.373353439
"MNAB",0.070648176
"MNAT1",0.157474223
"MNDA",-0.277372123
"MNT",-0.91547841
"MOBK1B",0.284514403
"MOBKL2B",0.182630664
"MOCOS",-0.161900353
"MOG",-0.325162077
"MON1B",-1.990158364
"MORF4L1",0.21077132
"MORF4L2",-0.865227332
"MORN3",-0.165555338
"MOV10",1.204611848
"MPDZ",-0.202260499
"MPG",-0.274342598
"MPHOSPH6",1.440475967
"MPI",-1.602517247
"MPP3",0.031929762
"MPP5",1.187462848
"MPP7",0.309694962
"MPPE1",-0.037893905
"MPPED2",0.039344246
"MPV17",-1.477922598
"MR1",0.269823931
"MRGPRE",-0.748428545
"MRGPRX4",-0.698940294
"MRLC2",0.029687897
"MRPL12",-0.372720426
"MRPL17",-0.303680508
"MRPL23",-0.357121182
"MRPL28",0.023104797
"MRPL30",-0.22896589
"MRPS14",-0.16691599
"MRPS18B",-0.241740952
"MRPS26",-0.156195831
"MRPS27",0.852232858
"MRPS28",-0.055524195
"MRPS31",0.230456552
"MRS2L",0.714596227
"MS4A4A",0.017875095
"MSC",0.005269609
"MSH2",0.811780306
"MSH3",-0.312502389
"MSH6",0.16240183
"MSI2",0.185213053
"MSL3L1",-0.858896122
"MSRA",1.66350947
"MSRB2",-0.08528052
"MSTO1",0.160028875
"MSTP9",-0.219532573
"MSX1",0.042894244
"MSX2",-0.259529432
"MT1E",-0.033205832
"MTA1",-1.365642122
"MTA2",-1.152418711
"MTA3",-1.405989696
"MTAP",-0.003354262
"MTBP",-0.068777052
"MTDH",0.079447363
"MTERF",-0.416346216
"MTERFD3",-0.176414414
"MTF1",-10.00506804
"MTG1",0.527738395
"MTHFD1",-0.060436917
"MTHFD1L",0.182869006
"MTMR11",-2.344530231
"MTMR2",0.037667058
"MTMR3",-0.397488447
"MTMR4",-0.071983372
"MTMR6",-0.148587252
"MTMR9",-0.364688444
"MTUS1",-0.299368344
"MUC1",1.105625124
"MUC15",0.247831389
"MUC5B",-0.514793537
"MVK",-0.280014835
"MXD1",0.85128247
"MXD3",0.384995233
"MXD4",0.478346749
"MXI1",0.053069225
"MXRA8",0.240124819
"MYB",-0.128545643
"MYBBP1A",0.700768034
"MYBL1",-0.16641753
"MYBL2",1.286149819
"MYBPC3",0.103339075
"MYC",-0.390016287
"MYCBP",0.239985541
"MYCBP2",0.344654867
"MYCL1",0.076222983
"MYCN",5.84228233
"MYEF2",-0.47813728
"MYF5",-0.186271231
"MYF6",-0.155631317
"MYH10",0.142463849
"MYH14",0.458669992
"MYH15",0.220313928
"MYH2",0.274988961
"MYH7",0.043326101
"MYL9",0.746588739
"MYLIP",0.382375456
"MYLK",2.813135307
"MYNN",-0.065386815
"MYO10",0.614575053
"MYO15B",0.257912159
"MYO18A",-1.639063813
"MYO1E",-0.982942058
"MYO1F",0.181224032
"MYO3B",-0.122929061
"MYO5A",1.044992814
"MYO5B",-0.26408296
"MYO5C",-0.145545057
"MYO6",-1.071289798
"MYO7B",-0.700634402
"MYOCD",-0.014497225
"MYOD1",-2.020854749
"MYOG",-0.147607153
"MYOHD1",-1.174825889
"MYST1",0.166386324
"MYST2",-0.266449198
"MYST3",-0.169283212
"MYST4",0.165548924
"MYT1",0.07930404
"MYT1L",0.422438861
"MZF1",0.259010118
"N-PAC",-0.110967366
"N4BP1",-0.066722846
"N4BP2",-0.203682196
"NAB1",-1.306614736
"NAB2",-0.234009712
"NADK",0.205235667
"NADSYN1",-1.132952165
"NAG",-2.22592396
"NANOG",-0.115859548
"NANOS3",-0.266812411
"NAP1L2",-0.130194159
"NAP1L5",0.038910683
"NAP5",0.267489486
"NAPG",0.866017306
"NARF",-0.588543589
"NARFL",0.60734546
"NARG1",-0.274616547
"NARG1L",0.275622207
"NARS",0.057240337
"NARS2",-1.307152674
"NAT14",3.249929626
"NAT9",-0.149767526
"NAV3",-0.112784981
"NBEAL2",-0.123473979
"NBPF10",0.17171711
"NBPF11",-0.21526896
"NBPF14",-3.245698505
"NBPF15",0.119341702
"NBPF20",0.21420265
"NBR1",0.279170897
"NBR2",0.013339291
"NCALD",-0.422533566
"NCAPD2",-0.177285921
"NCAPD3",-0.519108803
"NCAPG",0.063202015
"NCAPG2",-0.884225747
"NCAPH",-2.451331368
"NCAPH2",-0.128182934
"NCBP1",0.133833492
"NCBP2",-0.167241999
"NCF2",-3.307451812
"NCK1",1.536168346
"NCKIPSD",0.053710997
"NCLN",-0.092306739
"NCOA1",0.080768044
"NCOA2",-0.173728558
"NCOA3",1.239427315
"NCOA4",-0.657004862
"NCOA5",-0.125686327
"NCOA6",0.22219217
"NCOA7",-0.007047607
"NCOR1",-0.384408763
"NCOR2",0.089224015
"NCR3",-0.013182617
"NDE1",0.154349893
"NDEL1",0.122684708
"NDN",0.036776276
"NDNL2",-0.401115132
"NDRG1",-0.228079368
"NDRG2",0.377863716
"NDRG4",0.710291173
"NDST1",0.14443731
"NDUFA1",-0.382611802
"NDUFA10",-0.103775728
"NDUFA11",-0.236233409
"NDUFA13",-0.168772258
"NDUFA2",-0.256820398
"NDUFA3",-1.01510745
"NDUFA4",-0.260196746
"NDUFA5",-0.048366112
"NDUFA6",-0.29483028
"NDUFA7",-0.334402524
"NDUFA8",-0.103437668
"NDUFB10",-0.132883958
"NDUFB11",-0.356106292
"NDUFB2",-0.160492993
"NDUFB3",-0.261749768
"NDUFB4",-0.202129422
"NDUFB6",-0.363076868
"NDUFC1",-0.109957776
"NDUFS3",-0.181482634
"NDUFS5",-0.112922972
"NDUFS7",-0.202289344
"NDUFV1",-0.2668972
"NDUFV2",0.043095671
"NEB",-0.040067642
"NEBL",-2.308050784
"NECAP2",-0.607305128
"NEDD4",-4.147727282
"NEDD4L",-1.993831973
"NEDD8",-0.119442865
"NEDD9",-0.409130761
"NEFL",0.589544962
"NEFM",0.027446013
"NEGR1",-0.008771194
"NEIL3",-0.224630995
"NEK4",-0.394811535
"NEK6",0.548727438
"NEO1",0.065368313
"NES",-0.322073549
"NET1",-0.051608338
"NETO1",-0.081595232
"NETO2",-0.354221291
"NEU4",0.227094021
"NEUROD1",-0.109160367
"NEUROD2",-0.493221682
"NEUROD4",-0.064970624
"NEUROD6",0.242718255
"NEUROG1",4.008683719
"NEUROG2",0.001656145
"NEUROG3",-2.165675801
"NFAM1",-0.021682875
"NFAT5",-0.172896449
"NFATC1",-0.200486762
"NFATC2",0.153515394
"NFATC2IP",-0.063796902
"NFATC3",0.060533368
"NFATC4",0.229754937
"NFE2",-0.052720721
"NFE2L1",-0.345675542
"NFE2L2",0.211814071
"NFE2L3",-0.334214619
"NFIA",0.793169239
"NFIB",-0.011288144
"NFIC",-0.018114396
"NFIL3",-1.111966686
"NFIX",1.004035089
"NFKB1",0.03400571
"NFKB2",-0.142489816
"NFKBIA",0.165078193
"NFKBIB",-0.017365275
"NFKBIL2",0.669413347
"NFKBIZ",-0.385045249
"NFRKB",-0.249564261
"NFX1",0.553755055
"NFXL1",-0.252640816
"NFYA",0.395457105
"NFYB",2.078747069
"NFYC",-3.522434453
"NGB",0.011594026
"NGFB",-0.15958206
"NGFRAP1",-0.082980089
"NHEJ1",-0.099306236
"NHLH1",-0.252627265
"NHLH2",0.010853858
"NIBP",0.230013065
"NIF3L1",0.066224744
"NIN",0.227489379
"NINJ1",2.333772631
"NIP7",0.230251391
"NIPA2",-0.92083275
"NIPBL",-0.352086391
"NIPSNAP1",1.311849137
"NISCH",-1.222318566
"NIT2",-0.268322796
"NKRF",-0.264163796
"NKTR",-0.522061061
"NKX1-2",-1.565841037
"NKX2-2",-0.006170055
"NKX2-3",0.241118234
"NKX2-5",-1.089141428
"NKX2-8",3.642868846
"NKX3-1",-0.210731125
"NKX6-1",0.314692861
"NKX6-2",-0.293400567
"NLGN1",0.003281126
"NLK",-0.208763688
"NLRC3",0.335406242
"NLRC5",-0.071561376
"NLRP1",-0.364255127
"NLRP10",-0.100533483
"NLRP3",-0.621474954
"NLRP6",-0.005954946
"NME2",-0.027982633
"NME4",-1.481077156
"NMI",-1.798436623
"NMU",-0.685202184
"NNAT",-0.18314592
"NNMT",-0.551827231
"NOC3L",0.425164576
"NOD2",-0.913271253
"NODAL",0.418348253
"NOG",0.009998519
"NOL4",0.054589852
"NOL7",-0.516104423
"NOL8",0.084516451
"NOL9",0.269354339
"NONO",0.432097372
"NOP17",0.676244113
"NOTCH1",-0.244248073
"NOTCH2",0.941926777
"NOTCH3",0.178638316
"NOTCH4",0.12640663
"NOV",0.126229842
"NOXO1",3.070011377
"NPAS1",0.066757798
"NPAS2",-0.294061937
"NPAS3",-0.744750817
"NPAS4",0.02366008
"NPAT",-0.269114073
"NPC2",-0.081716892
"NPEPPS",-0.193583862
"NPHP4",0.026712711
"NPLOC4",1.029313771
"NPM1",0.077974949
"NPM3",-0.072993778
"NPNT",0.613440247
"NPTX1",0.207622461
"NPTXR",-0.609122564
"NQO1",-0.313813985
"NR0B1",-0.254787326
"NR0B2",1.315377525
"NR1D1",-0.005102312
"NR1D2",-0.148838172
"NR1H2",0.391645256
"NR1H3",-0.452516644
"NR1H4",0.187231054
"NR1I2",-0.068709446
"NR1I3",-0.063288571
"NR2C1",0.008944059
"NR2C2",0.102184202
"NR2E1",0.257578305
"NR2E3",-0.252030131
"NR2F1",-0.043505642
"NR2F2",1.490650216
"NR2F6",-2.326085397
"NR3C1",-0.243187298
"NR3C2",-0.021392326
"NR4A1",0.288842033
"NR4A2",0.165790854
"NR4A3",-0.32081007
"NR5A1",0.344787687
"NR5A2",-0.132825184
"NR6A1",-0.156990433
"NRAP",-0.007844602
"NRBF2",-0.476577551
"NRF1",-0.14717779
"NRG1",0.126079584
"NRG2",0.053708552
"NRIP1",0.749001825
"NRIP2",0.210458273
"NRP1",-0.069397954
"NSBP1",-0.032006521
"NSD1",0.776619475
"NSMAF",1.035950261
"NSMCE1",-0.144238101
"NSUN7",-0.174197674
"NT5C1A",0.453603395
"NT5DC3",-0.281546163
"NTF3",0.106942278
"NTNG1",0.18648928
"NTRK3",-0.483105424
"NUAK1",2.042046362
"NUAK2",2.639339322
"NUBPL",-0.176196012
"NUCB1",0.274268718
"NUCB2",-0.42557774
"NUDCD3",0.632034366
"NUDT2",0.260902404
"NUDT3",-0.673699765
"NUFIP1",-0.089672887
"NUMA1",-0.071948096
"NUMB",-1.698429675
"NUP107",0.150492429
"NUP160",-0.549544547
"NUP210",-0.173652672
"NUP43",-0.094776949
"NUP50",-0.445463674
"NUP54",0.51130269
"NUP62",-0.162568869
"NUP85",-0.069254425
"NUPL1",-1.610121414
"NUPR1",-1.330221901
"NUS1",-1.078772144
"NUTF2",0.264517268
"NXN",-0.120016542
"NXT1",-0.279832822
"OAS1",0.253577447
"OAS2",-0.171457244
"OAZ1",-0.142491129
"OBFC1",0.085609665
"OBFC2A",-0.319762453
"OCEL1",-0.11124421
"OCLN",0.188324486
"OCRL",-0.105332932
"ODC1",-0.169410471
"ODF2",-0.816275466
"ODZ4",-0.094283045
"OGT",-0.160388106
"OLFML1",0.748147346
"OLIG1",-0.262914394
"OLIG2",-0.097032323
"OLIG3",-0.237341994
"OLR1",-0.24676295
"OMA1",-1.47648125
"ONECUT1",0.117988849
"ONECUT2",-0.328625854
"OPCML",-0.00921358
"OPHN1",-0.106195537
"OPLAH",-1.614205806
"OPN1MW",0.51256526
"OPN3",-0.242699238
"OPRD1",-0.862280845
"OPRL1",-0.000373808
"OPTN",-0.017778609
"OR10H3",-1.065279552
"OR1E1",-0.41606761
"OR2A7",-0.16095375
"OR3A2",-0.422448934
"OR52A1",-0.274074505
"OR5T2",-0.135414275
"OR7D2",-0.009015062
"ORC1L",-0.19835868
"ORC6L",2.855285887
"ORMDL2",0.080435713
"OS9",-0.356068077
"OSAP",-0.448320263
"OSBP",-2.127101586
"OSBPL10",-0.646627168
"OSBPL3",-0.165108978
"OSBPL8",-0.180423595
"OSGEPL1",-0.107698604
"OSGIN2",-0.446011887
"OSM",-0.365996456
"OSMR",0.405237691
"OSR2",-0.015867784
"OSTF1",0.060208423
"OTEX",-0.170587438
"OTOP1",0.107145
"OTP",-0.430326633
"OTUD1",0.205311487
"OTUD7A",-3.8237492
"OTX1",0.39955889
"OTX2",0.028279204
"OVOL1",0.380226107
"OVOL2",-0.554688263
"OXCT2",-0.418609806
"OXR1",0.076223814
"OXSR1",0.027294702
"OXTR",0.505439921
"P18SRP",-0.371737313
"P2RY1",0.34447322
"P2RY2",-0.755556399
"P2RY5",0.896635733
"P4HA2",-0.232959138
"P4HB",-0.013102293
"P53AIP1",1.259720852
"PA2G4",-0.070336504
"PABPC1",0.111996736
"PACS1",0.233525432
"PACS2",0.026726607
"PADI3",0.147899771
"PADI4",-0.219589179
"PAF1",-0.940285274
"PAFAH2",0.320163977
"PAG1",1.053797532
"PAH",0.005707772
"PAICS",0.066562825
"PAIP1",0.33523067
"PAK1",-0.084009029
"PAK2",-0.439547902
"PALMD",0.017412898
"PAN3",-0.226877973
"PANK1",-0.294974238
"PAOX",-1.317324582
"PAP2D",-0.121215161
"PAPD1",-0.773916143
"PAPPA",-0.248845676
"PAPSS1",-0.741673474
"PAPSS2",-0.338204931
"PAQR6",-0.080717246
"PARC",-0.683545336
"PARD6G",-0.961566112
"PARP1",0.042750267
"PARP11",-0.183090377
"PARP14",-0.140448656
"PARP15",-0.025069778
"PARP4",-0.195271127
"PARP8",-0.214363209
"PARS2",-0.050775288
"PARVB",-0.009749752
"PASK",-0.067508863
"PATZ1",-0.084674075
"PAWR",-1.821251462
"PAX1",0.161294333
"PAX2",-0.270085717
"PAX3",-0.033638675
"PAX4",0.348843281
"PAX5",0.095568131
"PAX6",0.05762954
"PAX7",0.120706056
"PAX8",-0.192096183
"PAX9",0.080077138
"PB1",-0.363365743
"PBLD",-0.075531757
"PBX1",0.003802379
"PBX2",-0.552886533
"PBX3",-0.802711301
"PBX4",-0.005044522
"PBXIP1",0.092614193
"PCAF",0.113410825
"PCBD1",-0.269481378
"PCBD2",-0.186819195
"PCBP1",0.045747484
"PCBP2",-0.180627173
"PCBP4",-0.633593833
"PCCA",0.366856042
"PCCB",-0.285059243
"PCDH1",1.990729485
"PCDH12",0.137018827
"PCDH7",-0.113115855
"PCDHB1",0.298811646
"PCGF1",-0.046311178
"PCGF2",0.241719539
"PCGF3",1.351880693
"PCGF5",-0.044674688
"PCGF6",-0.355825432
"PCID1",-0.104881125
"PCID2",1.713559418
"PCK2",-0.481705631
"PCMT1",0.790535773
"PCMTD1",0.006520731
"PCMTD2",-0.073640608
"PCNT",-0.374947351
"PCNXL2",0.348890048
"PCOLN3",-0.376460838
"PCQAP",0.046137889
"PCSK6",0.459623168
"PCTK2",-0.330846567
"PCTK3",-0.1958259
"PCYT1A",0.719612717
"PDCD1",-0.42451769
"PDCD1LG2",-0.266226942
"PDCD2",2.552157059
"PDCD4",-1.153208471
"PDCD6IP",-1.061092423
"PDCL",-0.177315475
"PDE3B",-0.420322497
"PDE4A",0.460188792
"PDE4B",-0.006696317
"PDE4D",0.191568479
"PDE5A",-0.047649884
"PDE6D",-0.209996724
"PDE8A",-0.084092891
"PDE8B",-0.227775912
"PDGFA",-0.660437555
"PDGFD",-0.175248817
"PDGFRA",-0.184796855
"PDIA3",0.229514731
"PDIA4",0.836403184
"PDIA5",2.30306395
"PDIA6",0.362879548
"PDK1",0.163528375
"PDK2",0.284320317
"PDLIM1",-0.018544114
"PDLIM2",0.336092623
"PDLIM4",0.022950898
"PDLIM5",-0.499746526
"PDPN",-0.539879414
"PDSS1",2.610213043
"PDX1",-0.464486606
"PEAR1",-0.327151706
"PECAM1",0.002788611
"PECI",0.03105154
"PEG10",-0.538792488
"PEG3",0.18075275
"PELI1",-0.414089016
"PELI2",-0.692563046
"PEPP-2",-0.148487136
"PER1",-0.245490497
"PER2",0.186879232
"PER3",-0.098672306
"PEX10",0.928550819
"PEX11B",0.646528797
"PEX14",-0.633880325
"PEX26",-0.811529887
"PEX5",-0.560946543
"PEX6",1.787988378
"PFAAP5",-0.388936453
"PFDN5",-0.091965066
"PFKFB3",-0.310634643
"PFKL",-1.402634151
"PFKM",-0.211846979
"PFN1",0.406084841
"PFTK1",0.304975108
"PGAP1",-0.147378631
"PGBD1",0.360207609
"PGBD4",0.139115911
"PGC",0.264407251
"PGCP",-0.20449806
"PGEA1",-2.006164057
"PGF",0.425151694
"PGK1",0.010033706
"PGLYRP3",0.386146175
"PGLYRP4",-0.253311203
"PGM1",-0.339787066
"PGM2L1",-0.494780886
"PGM3",0.083222499
"PGR",0.005885692
"PGRMC2",-0.047303156
"PGS1",-0.019409168
"PH-4",-0.11064944
"PHB",-0.230769515
"PHB2",-0.175948787
"PHC3",-0.057343777
"PHF1",-0.1700896
"PHF10",-0.283029696
"PHF11",-0.523574471
"PHF12",-0.294147337
"PHF15",-0.345009037
"PHF17",-0.000716109
"PHF19",-0.392528957
"PHF20",-0.148755931
"PHF21A",-0.137209306
"PHF3",-0.38531169
"PHF5A",0.029375926
"PHF6",1.778625803
"PHF7",-0.087306852
"PHF8",-0.023190416
"PHGDH",0.014378741
"PHGDHL1",-0.288003358
"PHIP",0.087807566
"PHKB",0.128097142
"PHLDA1",-0.674452437
"PHLDA2",-0.213561617
"PHLDB1",0.054233521
"PHLPPL",-0.243866924
"PHOX2A",-0.419282274
"PHOX2B",-0.086673529
"PHPT1",-0.238383263
"PHTF1",-0.739508754
"PHTF2",-1.561879882
"PHYH",-0.036859462
"PI16",0.305474625
"PI3",-0.5091667
"PI4KII",0.943606678
"PIAS1",-0.769064337
"PIAS2",-0.081737195
"PIAS3",-0.07181087
"PIAS4",0.200774219
"PIB5PA",0.211642833
"PICALM",-0.723639938
"PIF1",-1.415622723
"PIGC",0.35944724
"PIGG",-0.717587471
"PIGN",-0.247098675
"PIGR",-0.36067035
"PIGV",0.395282524
"PIGW",-0.507488587
"PIK3C2B",-0.606713665
"PIK3C2G",-0.419979708
"PIK3C3",0.616104849
"PIK3CD",-0.296173171
"PIK3R1",-0.101344657
"PIK4CA",-2.783405967
"PILRA",-0.271708889
"PIM1",-1.879532581
"PINK1",-0.433936755
"PIP5K1A",-0.318849845
"PIP5K1C",-2.304026757
"PIP5K2A",0.393286267
"PIP5K2B",1.643592278
"PIPOX",0.063367946
"PIR",-0.593445568
"PITPNA",0.357983801
"PITPNB",0.090046394
"PITPNC1",0.042548278
"PITPNM1",0.240411977
"PITPNM2",-0.084681891
"PITPNM3",0.132960547
"PITX1",0.348435966
"PITX2",0.392038329
"PITX3",-0.842474785
"PJA1",-0.256035901
"PKD1L2",-0.255027264
"PKD2",0.149002801
"PKIA",-0.458292746
"PKIB",-0.624624082
"PKIG",-0.802025328
